customerid,orders,revenue,first_purchase,last_purchase,is_repeat_buyer
13210,1,353.48,2011-09-07 08:18:00,2011-09-07 08:18:00,False
13211,10,2729.32,2009-12-06 15:24:00,2011-11-29 14:43:00,True
13212,3,788.08,2011-10-09 14:48:00,2011-11-20 12:40:00,True
13213,11,3851.5200000000004,2010-05-20 14:50:00,2011-10-14 11:42:00,True
13214,7,3264.23,2010-03-03 14:10:00,2010-10-18 10:00:00,True
13215,1,81.6,2010-11-02 18:26:00,2010-11-02 18:26:00,False
13216,1,333.74,2011-03-17 12:18:00,2011-03-17 12:18:00,False
13217,4,666.48,2010-02-22 12:49:00,2011-08-09 15:32:00,True
13218,1,62.63999999999999,2011-08-04 16:59:00,2011-08-04 16:59:00,False
13219,1,76.23,2010-03-31 14:18:00,2010-03-31 14:18:00,False
13220,5,1336.09,2010-05-13 10:35:00,2011-09-22 13:38:00,True
13221,2,847.4100000000001,2010-12-15 13:24:00,2011-04-13 16:58:00,True
13222,1,88.5,2010-05-11 13:54:00,2010-05-11 13:54:00,False
13223,6,969.1200000000001,2010-02-12 13:27:00,2011-05-23 13:03:00,True
13224,2,2155.95,2011-07-11 14:10:00,2011-10-10 14:55:00,True
13225,16,16260.070000000002,2009-12-17 09:09:00,2011-12-06 13:29:00,True
13226,2,312.46000000000004,2010-11-11 13:46:00,2011-03-11 14:35:00,True
13227,1,257.7,2011-05-22 11:47:00,2011-05-22 11:47:00,False
13228,1,358.0,2011-09-19 14:28:00,2011-09-19 14:28:00,False
13229,1,160.95,2011-04-28 12:07:00,2011-04-28 12:07:00,False
13230,30,6360.78,2010-03-18 20:02:00,2011-12-05 16:03:00,True
13232,7,1357.6,2011-04-10 13:48:00,2011-11-27 10:39:00,True
13233,4,1176.46,2010-01-14 14:10:00,2011-09-26 13:25:00,True
13234,2,356.95,2009-12-07 12:32:00,2010-02-05 11:41:00,True
13235,1,1031.07,2011-05-11 17:13:00,2011-05-11 17:13:00,False
13236,2,744.85,2011-08-25 08:58:00,2011-11-15 12:50:00,True
13237,1,643.0,2010-11-17 10:07:00,2010-11-17 10:07:00,False
13238,6,1006.63,2010-04-28 15:02:00,2011-11-22 15:37:00,True
13239,5,1594.69,2010-07-25 13:34:00,2011-03-23 10:25:00,True
13240,8,1738.52,2010-02-25 13:17:00,2011-09-04 14:08:00,True
13241,1,115.58,2010-10-24 11:17:00,2010-10-24 11:17:00,False
13242,7,699.4,2010-02-09 13:12:00,2011-08-19 12:53:00,True
13243,5,1278.04,2010-03-18 13:10:00,2011-05-20 13:14:00,True
13244,1,121.74000000000001,2011-09-08 11:46:00,2011-09-08 11:46:00,False
13245,2,989.22,2010-10-03 14:03:00,2011-10-20 11:40:00,True
13246,11,3387.43,2010-07-02 13:36:00,2011-11-21 16:50:00,True
13247,4,501.12,2011-09-18 11:31:00,2011-11-22 10:59:00,True
13248,2,465.67999999999995,2011-06-03 13:05:00,2011-08-07 12:40:00,True
13249,9,1608.93,2010-01-24 12:11:00,2011-09-08 13:26:00,True
13250,2,256.03999999999996,2010-07-25 14:01:00,2010-09-05 11:33:00,True
13251,1,252.68,2010-11-02 13:20:00,2010-11-02 13:20:00,False
13252,2,399.29999999999995,2010-03-24 10:30:00,2010-11-10 16:00:00,True
13253,4,2951.11,2010-01-05 12:13:00,2011-07-06 10:09:00,True
13254,1,51.410000000000004,2010-11-28 15:42:00,2010-11-28 15:42:00,False
13255,3,904.46,2010-07-15 13:20:00,2011-11-30 13:14:00,True
13257,1,149.75,2010-09-29 14:58:00,2010-09-29 14:58:00,False
13258,5,1035.18,2010-11-04 12:45:00,2011-11-28 09:31:00,True
13259,9,1433.3799999999999,2010-01-10 10:26:00,2011-10-09 10:48:00,True
13260,1,557.62,2011-10-09 13:21:00,2011-10-09 13:21:00,False
13261,2,944.1,2011-02-27 10:41:00,2011-03-16 12:22:00,True
13262,3,573.45,2010-04-18 12:14:00,2011-03-21 15:06:00,True
13263,39,8704.69,2010-10-22 17:07:00,2011-12-08 13:59:00,True
13264,1,722.5600000000001,2010-09-23 12:42:00,2010-09-23 12:42:00,False
13265,5,2107.6600000000003,2011-03-11 09:54:00,2011-10-17 15:02:00,True
13266,19,6135.04,2009-12-17 10:52:00,2011-11-28 14:39:00,True
13267,36,9758.26,2009-12-07 16:56:00,2011-12-07 11:12:00,True
13268,11,3214.69,2011-03-17 13:20:00,2011-11-22 11:51:00,True
13269,28,8891.7,2009-12-02 11:47:00,2011-12-08 14:53:00,True
13270,1,1180.0,2010-12-08 14:53:00,2010-12-08 14:53:00,False
13271,1,217.38,2011-11-02 14:31:00,2011-11-02 14:31:00,False
13272,2,276.56,2011-09-11 12:06:00,2011-11-08 14:00:00,True
13273,1,138.98,2011-08-18 14:02:00,2011-08-18 14:02:00,False
13274,1,360.85,2010-10-26 13:48:00,2010-10-26 13:48:00,False
13275,2,241.66,2010-03-17 14:05:00,2010-11-21 12:09:00,True
13276,5,1939.26,2010-03-07 14:05:00,2011-10-07 12:44:00,True
13277,7,523.3,2010-06-18 08:45:00,2011-11-24 09:21:00,True
13278,4,1435.85,2010-04-08 11:59:00,2011-10-30 11:49:00,True
13279,1,137.75,2011-09-22 17:24:00,2011-09-22 17:24:00,False
13280,7,2322.63,2010-03-05 09:07:00,2011-08-09 13:14:00,True
13281,1,350.85,2010-09-26 16:03:00,2010-09-26 16:03:00,False
13282,4,1313.19,2010-10-29 14:11:00,2011-11-21 15:33:00,True
13283,4,373.36,2010-03-09 14:36:00,2011-10-11 09:50:00,True
13284,1,201.19,2011-01-13 09:23:00,2011-01-13 09:23:00,False
13285,6,3364.59,2010-03-25 14:26:00,2011-11-16 13:19:00,True
13286,1,734.91,2010-04-18 15:35:00,2010-04-18 15:35:00,False
13287,3,781.59,2010-01-04 10:43:00,2010-04-15 15:26:00,True
13288,5,927.61,2010-02-11 14:59:00,2010-09-22 16:32:00,True
13289,1,307.95,2009-12-16 11:53:00,2009-12-16 11:53:00,False
13290,1,208.63,2010-09-27 16:29:00,2010-09-27 16:29:00,False
13291,11,3320.84,2010-02-11 18:36:00,2011-07-07 10:36:00,True
13292,5,994.51,2010-07-01 14:36:00,2011-11-01 10:04:00,True
13293,6,1192.94,2010-02-09 12:05:00,2010-11-12 13:28:00,True
13294,3,1689.53,2010-03-03 12:54:00,2011-06-03 08:54:00,True
13295,4,1101.97,2010-05-12 09:13:00,2010-12-15 11:21:00,True
13296,6,792.51,2010-05-11 14:29:00,2011-07-25 13:46:00,True
13297,7,4368.62,2010-06-15 12:35:00,2011-12-02 09:32:00,True
13298,1,360.0,2011-12-08 13:11:00,2011-12-08 13:11:00,False
13299,3,1218.7,2010-06-29 11:30:00,2011-03-16 12:55:00,True
13300,3,1285.51,2010-05-14 15:56:00,2011-06-23 13:09:00,True
13301,4,618.09,2011-02-20 13:13:00,2011-08-28 11:25:00,True
13302,2,159.2,2010-07-01 12:32:00,2011-07-07 17:56:00,True
13303,1,61.72,2010-11-04 14:55:00,2010-11-04 14:55:00,False
13304,4,1217.99,2010-02-08 12:42:00,2010-12-23 14:35:00,True
13305,16,3754.7099999999996,2010-03-10 14:49:00,2011-12-05 15:15:00,True
13306,1,53.65,2010-10-05 14:55:00,2010-10-05 14:55:00,False
13307,3,273.34000000000003,2010-04-26 13:28:00,2011-08-11 17:14:00,True
13308,4,1670.3700000000001,2010-04-22 09:22:00,2011-11-17 09:31:00,True
13309,6,1706.37,2010-11-12 12:10:00,2011-12-02 16:34:00,True
13310,5,1541.2,2010-11-02 17:03:00,2011-11-11 17:23:00,True
13311,2,598.57,2011-07-12 14:26:00,2011-12-05 12:55:00,True
13312,1,124.75,2010-09-14 14:36:00,2010-09-14 14:36:00,False
13313,12,3445.32,2009-12-02 16:18:00,2011-11-17 16:48:00,True
13314,3,775.94,2011-09-27 10:20:00,2011-12-08 12:29:00,True
13315,1,310.26,2010-01-19 15:34:00,2010-01-19 15:34:00,False
13316,10,13191.57,2010-03-10 10:01:00,2011-11-02 13:40:00,True
13317,19,6486.091,2009-12-13 11:11:00,2011-10-04 13:35:00,True
13318,3,640.76,2011-11-02 13:26:00,2011-12-08 18:51:00,True
13319,58,22082.5,2009-12-06 14:46:00,2011-12-04 13:34:00,True
13320,6,2228.1,2010-08-18 10:29:00,2011-09-22 18:07:00,True
13321,2,567.36,2011-09-14 15:18:00,2011-09-28 15:24:00,True
13322,1,199.48000000000002,2011-11-22 14:21:00,2011-11-22 14:21:00,False
13323,5,787.85,2011-09-16 13:23:00,2011-12-06 17:12:00,True
13324,18,10513.47,2010-05-25 10:23:00,2011-11-03 16:28:00,True
13325,1,675.3,2011-09-19 10:36:00,2011-09-19 10:36:00,False
13326,1,281.76,2010-10-03 16:00:00,2010-10-03 16:00:00,False
13327,20,9879.48,2009-12-18 15:35:00,2011-11-01 10:21:00,True
13328,1,1308.48,2011-01-27 15:22:00,2011-01-27 15:22:00,False
13329,8,5112.97,2009-12-04 15:41:00,2011-11-08 10:29:00,True
13330,6,2806.1800000000003,2010-02-23 10:12:00,2011-09-08 12:27:00,True
13331,1,262.4,2010-11-03 08:04:00,2010-11-03 08:04:00,False
13332,1,350.9,2011-11-25 13:30:00,2011-11-25 13:30:00,False
13333,3,1015.7400000000001,2010-02-19 09:26:00,2010-10-24 13:24:00,True
13334,5,6263.75,2010-02-25 12:21:00,2011-09-18 15:21:00,True
13336,1,795.12,2011-09-23 14:05:00,2011-09-23 14:05:00,False
13337,1,1575.26,2010-06-11 13:27:00,2010-06-11 13:27:00,False
13338,4,2445.62,2010-01-05 12:25:00,2011-07-05 09:06:00,True
13339,1,860.12,2011-05-23 08:31:00,2011-05-23 08:31:00,False
13340,12,22100.56,2010-02-22 14:54:00,2011-10-25 13:15:00,True
13341,1,775.85,2011-03-24 09:50:00,2011-03-24 09:50:00,False
13343,1,353.43,2011-06-15 12:24:00,2011-06-15 12:24:00,False
13344,3,2543.7200000000003,2011-03-07 10:28:00,2011-10-03 09:45:00,True
13345,1,389.5,2011-02-25 09:01:00,2011-02-25 09:01:00,False
13346,6,299.4,2010-04-22 12:34:00,2010-09-03 11:41:00,True
13347,1,341.36,2011-09-30 13:28:00,2011-09-30 13:28:00,False
13348,1,233.76,2011-10-06 17:28:00,2011-10-06 17:28:00,False
13349,1,247.32,2011-11-29 08:07:00,2011-11-29 08:07:00,False
13350,2,979.1200000000001,2011-09-21 13:33:00,2011-11-23 16:33:00,True
13351,1,373.94,2011-10-04 12:55:00,2011-10-04 12:55:00,False
13352,1,397.97999999999996,2011-10-10 13:55:00,2011-10-10 13:55:00,False
13354,1,743.53,2011-09-29 13:17:00,2011-09-29 13:17:00,False
13355,1,674.7,2011-08-09 14:48:00,2011-08-09 14:48:00,False
13356,1,768.24,2011-09-20 14:33:00,2011-09-20 14:33:00,False
13357,5,3838.36,2010-03-22 14:30:00,2011-03-27 13:56:00,True
13358,1,439.03,2011-03-16 11:52:00,2011-03-16 11:52:00,False
13359,2,1043.31,2010-11-01 15:05:00,2011-10-07 09:30:00,True
13360,4,1553.65,2010-01-08 11:16:00,2010-10-04 12:37:00,True
13361,2,1450.5,2010-04-01 07:49:00,2010-08-24 14:56:00,True
13362,7,5394.07,2010-10-10 15:27:00,2011-11-30 14:41:00,True
13363,3,1723.8600000000001,2010-10-26 11:07:00,2011-11-22 12:40:00,True
13364,1,134.95999999999998,2011-09-29 18:13:00,2011-09-29 18:13:00,False
13365,2,2225.37,2011-05-06 12:00:00,2011-11-06 12:36:00,True
13366,1,56.160000000000004,2011-10-20 13:37:00,2011-10-20 13:37:00,False
13367,1,510.20000000000005,2010-10-04 10:00:00,2010-10-04 10:00:00,False
13368,4,1121.5,2010-10-12 10:43:00,2011-03-28 09:59:00,True
13369,1,616.5600000000001,2010-12-09 11:30:00,2010-12-09 11:30:00,False
13370,1,1509.74,2010-12-03 10:26:00,2010-12-03 10:26:00,False
13371,2,2297.66,2010-03-17 15:29:00,2010-07-22 17:33:00,True
13372,1,378.64,2011-09-11 12:46:00,2011-09-11 12:46:00,False
13373,6,7587.1900000000005,2009-12-06 12:34:00,2011-10-10 10:51:00,True
13374,2,422.8,2010-09-16 10:29:00,2010-10-21 10:04:00,True
13375,2,1792.23,2010-09-21 08:12:00,2011-09-12 10:19:00,True
13376,3,1019.76,2011-04-19 13:03:00,2011-09-01 16:16:00,True
13377,2,1552.88,2010-03-04 10:06:00,2010-11-08 12:20:00,True
13379,3,572.56,2011-07-26 12:26:00,2011-11-13 13:45:00,True
13380,1,62.4,2010-10-03 10:18:00,2010-10-03 10:18:00,False
13381,12,8224.369999999999,2009-12-01 15:19:00,2011-11-08 11:58:00,True
13382,5,1387.58,2009-12-08 09:56:00,2011-03-04 10:03:00,True
13383,1,305.28000000000003,2010-06-14 11:45:00,2010-06-14 11:45:00,False
13384,11,6680.83,2010-07-27 12:22:00,2011-11-09 11:04:00,True
13385,1,534.57,2011-01-14 09:52:00,2011-01-14 09:52:00,False
13386,2,835.46,2010-09-28 13:09:00,2010-10-21 12:52:00,True
13387,1,189.44,2010-10-18 14:07:00,2010-10-18 14:07:00,False
13388,3,1185.6499999999999,2010-04-15 10:18:00,2011-07-31 12:52:00,True
13389,3,797.96,2011-04-21 12:12:00,2011-11-28 14:01:00,True
13390,1,544.08,2011-09-26 08:38:00,2011-09-26 08:38:00,False
13391,1,59.8,2011-05-20 10:50:00,2011-05-20 10:50:00,False
13392,1,91.14,2010-01-31 13:34:00,2010-01-31 13:34:00,False
13393,4,1131.45,2009-12-07 18:12:00,2010-05-05 09:34:00,True
13394,19,6621.7,2009-12-01 11:58:00,2011-12-08 11:36:00,True
13395,3,1180.23,2010-10-14 13:00:00,2011-06-07 15:04:00,True
13396,2,1360.99,2011-01-24 13:37:00,2011-11-10 16:59:00,True
13397,10,3191.87,2010-01-20 09:50:00,2011-09-28 10:56:00,True
13398,2,670.3399999999999,2010-09-17 09:34:00,2011-05-31 13:17:00,True
13399,3,275.4,2010-07-08 17:47:00,2010-09-01 13:59:00,True
13400,1,310.83,2010-05-06 09:00:00,2010-05-06 09:00:00,False
13402,4,1535.13,2010-05-24 10:56:00,2011-08-04 15:51:00,True
13403,3,229.5,2009-12-16 13:23:00,2011-11-22 08:28:00,True
13404,2,252.49,2011-05-11 11:57:00,2011-12-08 15:37:00,True
13405,6,1213.8110000000001,2009-12-15 14:13:00,2011-09-26 17:01:00,True
13406,2,568.92,2010-03-18 07:29:00,2010-10-08 14:44:00,True
13407,3,2244.7,2010-02-16 11:13:00,2010-05-10 12:41:00,True
13408,106,51733.462,2009-12-04 09:31:00,2011-12-08 09:05:00,True
13410,9,2201.96,2009-12-08 13:43:00,2011-11-15 15:33:00,True
13411,1,213.55,2011-08-24 13:57:00,2011-08-24 13:57:00,False
13412,1,487.34999999999997,2010-03-29 16:28:00,2010-03-29 16:28:00,False
13413,6,429.44000000000005,2010-01-21 17:43:00,2010-03-10 12:17:00,True
13414,6,2494.14,2010-04-15 17:00:00,2011-07-29 11:45:00,True
13415,4,800.6700000000001,2009-12-11 14:20:00,2010-08-24 11:38:00,True
13416,3,940.8,2009-12-03 13:02:00,2011-10-27 08:56:00,True
13417,6,1669.49,2010-02-08 12:39:00,2011-12-05 08:49:00,True
13418,31,12233.6,2009-12-11 12:51:00,2011-11-28 10:23:00,True
13419,1,221.06,2011-10-07 12:49:00,2011-10-07 12:49:00,False
13420,2,159.85,2011-06-22 11:35:00,2011-07-13 08:48:00,True
13421,8,4103.12,2010-02-14 14:45:00,2011-10-30 14:21:00,True
13422,1,2626.3,2011-10-06 13:42:00,2011-10-06 13:42:00,False
13423,1,217.03,2010-10-07 09:02:00,2010-10-07 09:02:00,False
13424,1,572.77,2010-09-16 10:49:00,2010-09-16 10:49:00,False
13425,5,3403.63,2010-05-09 14:35:00,2011-08-23 17:13:00,True
13426,22,8167.38,2009-12-09 15:16:00,2011-12-09 08:59:00,True
13427,6,1006.53,2009-12-17 13:44:00,2011-11-20 13:02:00,True
13428,3,499.98,2010-07-13 13:20:00,2011-11-29 14:20:00,True
13429,4,1006.8000000000001,2011-09-25 15:59:00,2011-11-29 09:10:00,True
13430,2,679.45,2011-09-14 14:26:00,2011-11-21 08:19:00,True
13431,8,3316.24,2010-02-18 11:53:00,2011-10-03 13:49:00,True
13432,2,439.1,2010-04-06 14:42:00,2010-05-17 13:18:00,True
13433,4,658.3199999999999,2010-01-12 08:59:00,2010-07-26 16:55:00,True
13434,5,1666.8600000000001,2010-02-22 09:54:00,2011-09-26 14:30:00,True
13435,9,4475.2300000000005,2010-07-27 16:56:00,2011-12-04 14:45:00,True
13436,1,196.89,2011-12-08 10:33:00,2011-12-08 10:33:00,False
13437,7,3408.06,2011-06-02 14:30:00,2011-11-25 14:00:00,True
13438,1,46.5,2010-06-10 18:46:00,2010-06-10 18:46:00,False
13439,3,986.61,2010-07-01 14:36:00,2011-03-29 14:20:00,True
13440,7,1295.25,2010-09-14 10:34:00,2010-10-12 13:11:00,True
13441,2,720.9,2010-10-04 10:38:00,2011-09-09 09:38:00,True
13442,3,419.87,2009-12-01 14:59:00,2010-02-10 14:03:00,True
13443,6,1280.1599999999999,2010-01-31 13:30:00,2010-09-17 12:31:00,True
13444,2,631.68,2010-07-21 14:34:00,2010-11-30 13:02:00,True
13445,1,241.89999999999998,2010-03-23 15:34:00,2010-03-23 15:34:00,False
13446,11,3881.8900000000003,2010-02-14 11:52:00,2010-10-05 18:51:00,True
13447,3,1129.14,2011-11-04 10:10:00,2011-11-16 13:38:00,True
13448,13,9240.87,2009-12-06 12:14:00,2011-11-23 12:33:00,True
13449,1,291.88,2011-11-16 08:28:00,2011-11-16 08:28:00,False
13450,13,4120.04,2010-04-15 19:15:00,2011-11-13 11:54:00,True
13451,11,7190.92,2010-03-21 16:13:00,2011-11-13 15:58:00,True
13452,3,729.8,2010-08-24 09:53:00,2011-03-25 14:19:00,True
13453,3,781.6899999999999,2010-11-02 13:23:00,2011-06-27 09:34:00,True
13454,1,219.87,2010-03-08 14:40:00,2010-03-08 14:40:00,False
13455,6,2905.9300000000003,2009-12-09 08:58:00,2011-11-15 11:21:00,True
13456,6,1766.72,2011-05-16 15:34:00,2011-11-22 09:18:00,True
13457,2,148.22,2009-12-02 12:46:00,2010-01-20 08:48:00,True
13458,16,11959.27,2010-11-16 14:01:00,2011-12-02 15:29:00,True
13459,2,1160.4099999999999,2010-01-26 13:35:00,2010-03-25 10:24:00,True
13460,2,183.44,2011-10-21 09:50:00,2011-11-10 17:17:00,True
13461,6,4160.0,2010-04-21 16:01:00,2011-11-01 09:01:00,True
13462,5,1153.85,2009-12-14 09:48:00,2011-04-01 11:20:00,True
13464,6,3097.64,2010-03-31 15:22:00,2011-10-12 15:01:00,True
13465,2,931.12,2010-05-02 15:30:00,2010-09-19 15:13:00,True
13466,5,1013.3499999999999,2010-03-21 13:50:00,2011-06-08 16:39:00,True
13467,2,1083.71,2011-11-03 16:56:00,2011-11-29 10:01:00,True
13468,72,13390.51,2009-12-03 13:32:00,2011-12-08 10:39:00,True
13469,1,82.4,2010-02-24 15:03:00,2010-02-24 15:03:00,False
13470,2,165.0,2011-08-16 17:06:00,2011-09-01 14:57:00,True
13471,4,2531.58,2011-10-23 13:10:00,2011-12-08 15:44:00,True
13472,2,592.24,2010-06-02 09:48:00,2010-09-02 09:41:00,True
13473,8,2657.7599999999998,2009-12-15 19:02:00,2011-10-10 11:20:00,True
13474,3,663.79,2010-08-01 14:40:00,2011-04-17 13:53:00,True
13475,4,1431.78,2011-02-14 12:36:00,2011-06-01 13:52:00,True
13476,5,2061.4700000000003,2010-03-05 09:39:00,2011-06-14 12:00:00,True
13477,11,2834.17,2010-01-25 11:52:00,2011-11-02 12:04:00,True
13478,5,2215.78,2010-01-31 15:51:00,2010-08-27 13:23:00,True
13479,4,851.37,2010-08-19 16:18:00,2011-05-23 10:45:00,True
13480,2,627.8199999999999,2010-01-29 12:35:00,2010-10-19 11:53:00,True
13481,11,3830.84,2009-12-04 12:37:00,2011-10-25 09:07:00,True
13482,2,336.09,2010-03-22 10:31:00,2011-04-21 17:03:00,True
13483,1,140.34,2011-10-05 11:53:00,2011-10-05 11:53:00,False
13484,3,790.72,2010-03-10 11:46:00,2011-04-12 16:30:00,True
13485,11,3019.2200000000003,2009-12-03 13:46:00,2011-04-20 13:58:00,True
13486,3,1122.4099999999999,2011-07-07 17:19:00,2011-09-22 13:13:00,True
13487,5,846.87,2009-12-05 10:25:00,2011-10-13 12:07:00,True
13488,23,15587.880000000001,2010-01-25 10:13:00,2011-11-22 14:41:00,True
13489,4,449.52,2011-02-18 10:42:00,2011-08-26 13:16:00,True
13490,1,154.25,2010-02-23 14:48:00,2010-02-23 14:48:00,False
13491,27,4566.56,2009-12-07 08:24:00,2011-10-19 08:32:00,True
13492,3,1269.8400000000001,2011-05-09 10:06:00,2011-07-26 14:25:00,True
13493,2,618.63,2011-02-25 16:42:00,2011-03-09 15:35:00,True
13494,1,316.26000000000005,2011-02-01 11:58:00,2011-02-01 11:58:00,False
13495,10,5374.26,2009-12-07 12:12:00,2011-12-02 11:21:00,True
13496,2,653.3299999999999,2010-12-15 10:17:00,2011-11-29 10:58:00,True
13497,6,1320.33,2010-02-08 10:27:00,2011-03-02 09:04:00,True
13498,1,327.38,2009-12-09 15:26:00,2009-12-09 15:26:00,False
13499,5,1159.1100000000001,2011-03-15 08:52:00,2011-11-22 11:21:00,True
13500,4,1466.3,2010-11-03 13:16:00,2011-11-16 15:35:00,True
13501,3,2885.1099999999997,2010-05-18 13:24:00,2011-02-24 18:59:00,True
13502,5,780.5,2010-06-09 10:52:00,2011-11-23 10:39:00,True
13503,6,1905.39,2010-02-16 13:49:00,2011-09-29 13:23:00,True
13504,1,295.93,2011-10-06 13:20:00,2011-10-06 13:20:00,False
13505,4,4393.63,2011-04-21 12:07:00,2011-09-28 11:56:00,True
13506,5,1639.2,2010-09-05 12:33:00,2011-01-27 13:53:00,True
13507,4,2479.16,2011-07-17 11:50:00,2011-12-06 13:13:00,True
13508,2,287.04999999999995,2010-03-07 11:58:00,2011-04-10 11:58:00,True
13509,8,1114.72,2010-07-20 12:10:00,2011-12-01 10:10:00,True
13510,11,4558.29,2009-12-21 11:53:00,2011-12-08 13:46:00,True
13511,1,282.76,2010-02-01 12:10:00,2010-02-01 12:10:00,False
13512,4,713.39,2010-05-05 13:22:00,2011-03-24 10:03:00,True
13513,3,824.59,2010-02-22 16:36:00,2011-08-05 11:50:00,True
13514,4,815.9000000000001,2010-01-26 15:11:00,2011-09-27 09:39:00,True
13515,6,1265.8200000000002,2010-03-05 11:58:00,2011-09-28 11:26:00,True
13516,4,1685.26,2010-10-18 08:52:00,2011-11-18 13:15:00,True
13517,3,2128.42,2011-06-13 08:44:00,2011-10-11 11:43:00,True
13518,1,659.4399999999999,2011-09-15 10:29:00,2011-09-15 10:29:00,False
13519,2,343.21000000000004,2010-09-23 11:45:00,2011-09-22 18:24:00,True
13520,11,6909.4,2009-12-17 11:11:00,2011-10-12 10:20:00,True
13521,3,1093.65,2011-11-29 15:09:00,2011-12-08 13:50:00,True
13522,1,125.80000000000001,2011-11-09 15:11:00,2011-11-09 15:11:00,False
13523,6,5101.52,2010-11-02 14:55:00,2011-11-06 15:11:00,True
13524,5,680.1800000000001,2011-05-04 12:26:00,2011-10-30 12:34:00,True
13525,2,628.78,2011-04-05 15:36:00,2011-11-25 12:01:00,True
13526,2,1182.0,2009-12-01 12:56:00,2009-12-01 13:13:00,True
13527,12,4683.74,2010-01-21 12:37:00,2011-11-06 12:04:00,True
13529,2,307.76,2011-05-19 11:50:00,2011-09-22 09:15:00,True
13530,1,402.97999999999996,2010-03-15 14:10:00,2010-03-15 14:10:00,False
13531,6,1738.52,2009-12-03 15:20:00,2011-05-18 16:56:00,True
13532,1,210.31,2011-11-06 12:25:00,2011-11-06 12:25:00,False
13533,3,270.78999999999996,2011-03-17 12:47:00,2011-06-10 11:54:00,True
13534,35,7720.9,2010-07-07 15:00:00,2011-12-07 14:52:00,True
13535,1,89.5,2010-11-02 11:49:00,2010-11-02 11:49:00,False
13536,7,3448.29,2011-09-25 13:30:00,2011-12-08 16:38:00,True
13537,2,717.85,2010-09-14 10:41:00,2010-10-10 12:45:00,True
13538,12,3112.73,2010-02-02 12:47:00,2011-10-27 16:34:00,True
13539,7,1569.3600000000001,2010-04-28 12:04:00,2011-09-15 10:18:00,True
13540,3,632.39,2010-02-22 09:22:00,2010-08-29 14:20:00,True
13541,2,785.25,2010-05-18 16:15:00,2010-10-08 16:37:00,True
13542,17,4006.17,2009-12-10 19:53:00,2010-11-28 11:24:00,True
13543,2,1439.6100000000001,2010-01-21 14:30:00,2010-03-15 13:34:00,True
13544,6,829.0,2010-03-05 11:31:00,2011-10-31 11:57:00,True
13545,2,374.64,2010-06-13 11:49:00,2010-11-14 11:27:00,True
13546,5,1092.1399999999999,2010-10-11 17:23:00,2011-11-27 14:50:00,True
13547,1,175.53,2010-10-27 14:14:00,2010-10-27 14:14:00,False
13548,3,908.99,2010-08-25 13:44:00,2011-09-04 14:50:00,True
13549,8,1005.8,2010-11-17 12:17:00,2011-11-14 09:20:00,True
13550,1,349.51,2010-11-21 15:24:00,2010-11-21 15:24:00,False
13551,2,244.2,2010-02-11 15:01:00,2011-01-24 14:46:00,True
13552,22,6978.92,2010-02-19 13:28:00,2011-10-04 15:19:00,True
13553,1,517.8,2010-02-03 12:21:00,2010-02-03 12:21:00,False
13554,7,1638.28,2010-09-19 12:39:00,2010-11-24 15:05:00,True
13555,13,8999.19,2010-01-19 13:20:00,2011-09-27 12:36:00,True
13556,2,200.82,2010-09-30 09:01:00,2010-10-06 16:44:00,True
13557,13,3032.26,2009-12-08 17:41:00,2011-11-11 15:24:00,True
13558,4,605.06,2011-10-02 13:01:00,2011-12-04 11:24:00,True
13559,2,990.0,2010-06-14 11:52:00,2010-07-15 09:52:00,True
13560,1,174.37,2011-12-02 13:11:00,2011-12-02 13:11:00,False
13561,11,1820.72,2010-02-28 13:42:00,2011-05-08 12:39:00,True
13562,8,4838.18,2010-01-14 16:33:00,2011-09-19 10:51:00,True
13563,2,777.53,2011-07-22 17:21:00,2011-09-16 14:45:00,True
13564,37,17249.55,2009-12-02 11:55:00,2011-07-18 14:33:00,True
13565,3,414.79999999999995,2010-10-24 15:51:00,2011-11-20 14:33:00,True
13566,5,1708.1200000000001,2010-03-10 12:22:00,2011-10-30 11:59:00,True
13567,4,1083.69,2010-06-16 12:48:00,2010-10-07 12:51:00,True
13568,1,192.85,2011-06-19 14:42:00,2011-06-19 14:42:00,False
13569,4,893.78,2010-10-07 13:05:00,2011-11-22 13:07:00,True
13570,1,239.49,2011-04-10 13:36:00,2011-04-10 13:36:00,False
13571,26,4546.54,2009-12-08 13:02:00,2011-11-27 10:47:00,True
13572,1,1384.25,2011-05-18 11:59:00,2011-05-18 11:59:00,False
13573,6,916.47,2010-03-12 16:06:00,2011-10-20 14:33:00,True
13574,1,421.25,2010-10-24 13:28:00,2010-10-24 13:28:00,False
13575,5,732.0699999999999,2011-06-16 14:24:00,2011-11-16 13:14:00,True
13576,28,11551.74,2009-12-08 15:12:00,2011-11-29 15:34:00,True
13577,11,3489.28,2009-12-14 16:10:00,2011-11-14 15:19:00,True
13578,1,147.66,2010-10-26 13:44:00,2010-10-26 13:44:00,False
13579,5,1539.04,2010-02-18 13:53:00,2011-11-25 08:41:00,True
13580,1,107.75,2010-10-29 15:01:00,2010-10-29 15:01:00,False
13581,2,280.53,2010-10-21 16:30:00,2011-02-03 14:41:00,True
13582,2,241.68,2010-04-01 11:38:00,2010-11-15 11:34:00,True
13583,2,1445.031,2010-01-29 13:53:00,2011-07-07 10:40:00,True
