invoice,invoicedate,customerid,items,qty,revenue,country,month,order_month,cohort_month,month_index
506451,2010-04-29 18:18:00,13077,43,446,334.7,United Kingdom,2010-04-01,2010-04,2009-12,4
506452,2010-04-29 18:31:00,15709,21,48,194.6,United Kingdom,2010-04-01,2010-04,2010-04,0
506453,2010-04-29 18:34:00,14031,42,425,1307.27,United Kingdom,2010-04-01,2010-04,2009-12,4
506454,2010-04-29 19:05:00,16422,5,986,490.02000000000004,United Kingdom,2010-04-01,2010-04,2010-01,3
506455,2010-04-29 19:07:00,16827,2,39,48.45,United Kingdom,2010-04-01,2010-04,2010-04,0
506456,2010-04-29 19:08:00,15015,54,269,313.21999999999997,United Kingdom,2010-04-01,2010-04,2009-12,4
506457,2010-04-29 19:17:00,17406,6,57,97.35,United Kingdom,2010-04-01,2010-04,2009-12,4
506458,2010-04-29 19:36:00,14543,10,107,581.15,United Kingdom,2010-04-01,2010-04,2009-12,4
506459,2010-04-29 19:36:00,12915,13,103,206.3,United Kingdom,2010-04-01,2010-04,2010-04,0
506460,2010-04-29 20:04:00,15861,76,282,344.87,United Kingdom,2010-04-01,2010-04,2010-01,3
506461,2010-04-29 20:05:00,17021,11,251,301.73,United Kingdom,2010-04-01,2010-04,2010-04,0
506462,2010-04-29 20:27:00,14650,4,22,62.5,United Kingdom,2010-04-01,2010-04,2010-04,0
506463,2010-04-30 07:58:00,16258,27,371,766.99,United Kingdom,2010-04-01,2010-04,2010-03,1
506464,2010-04-30 08:01:00,16258,4,29,53.849999999999994,United Kingdom,2010-04-01,2010-04,2010-03,1
506465,2010-04-30 08:47:00,15291,3,62,304.5,United Kingdom,2010-04-01,2010-04,2009-12,4
506466,2010-04-30 08:55:00,14867,6,15,94.45,United Kingdom,2010-04-01,2010-04,2009-12,4
506467,2010-04-30 09:06:00,16754,14,6384,7210.32,United Kingdom,2010-04-01,2010-04,2010-03,1
506468,2010-04-30 09:08:00,17949,1,300,216.0,United Kingdom,2010-04-01,2010-04,2009-12,4
506469,2010-04-30 09:13:00,13481,27,246,416.86,United Kingdom,2010-04-01,2010-04,2009-12,4
506470,2010-04-30 09:28:00,15605,7,50,118.5,United Kingdom,2010-04-01,2010-04,2010-01,3
506471,2010-04-30 09:41:00,16754,1,240,254.4,United Kingdom,2010-04-01,2010-04,2010-03,1
506472,2010-04-30 09:47:00,17230,27,250,710.4399999999999,United Kingdom,2010-04-01,2010-04,2009-12,4
506475,2010-04-30 10:08:00,13856,6,21,108.43,United Kingdom,2010-04-01,2010-04,2010-03,1
506478,2010-04-30 10:26:00,16748,12,240,396.0,United Kingdom,2010-04-01,2010-04,2009-12,4
506487,2010-04-30 10:44:00,12806,37,851,1354.5,Netherlands,2010-04-01,2010-04,2010-04,0
506494,2010-04-30 10:52:00,14299,6,60,304.47999999999996,United Kingdom,2010-04-01,2010-04,2009-12,4
506496,2010-04-30 10:55:00,17005,15,426,453.75,United Kingdom,2010-04-01,2010-04,2010-04,0
506555,2010-04-30 11:25:00,17677,50,786,1637.62,United Kingdom,2010-04-01,2010-04,2009-12,4
506556,2010-04-30 11:28:00,14994,48,76,164.95,United Kingdom,2010-04-01,2010-04,2010-03,1
506557,2010-04-30 11:44:00,13249,2,96,129.6,United Kingdom,2010-04-01,2010-04,2010-01,3
506558,2010-04-30 11:47:00,15013,22,104,125.78,United Kingdom,2010-04-01,2010-04,2010-01,3
506560,2010-04-30 11:57:00,15819,27,270,405.38,United Kingdom,2010-04-01,2010-04,2010-03,1
506561,2010-04-30 11:58:00,15819,5,72,99.6,United Kingdom,2010-04-01,2010-04,2010-03,1
506562,2010-04-30 12:13:00,16150,22,222,301.34,United Kingdom,2010-04-01,2010-04,2009-12,4
506564,2010-04-30 12:25:00,16096,18,137,306.57000000000005,United Kingdom,2010-04-01,2010-04,2010-03,1
506565,2010-04-30 12:36:00,17677,1,100,145.0,United Kingdom,2010-04-01,2010-04,2009-12,4
506566,2010-04-30 12:46:00,14648,59,346,490.07,United Kingdom,2010-04-01,2010-04,2009-12,4
506569,2010-04-30 12:58:00,15818,11,284,340.5,United Kingdom,2010-04-01,2010-04,2010-04,0
506570,2010-04-30 13:00:00,14201,9,83,181.95,United Kingdom,2010-04-01,2010-04,2010-04,0
506572,2010-04-30 13:10:00,16374,70,171,479.79,United Kingdom,2010-04-01,2010-04,2010-04,0
506573,2010-04-30 13:18:00,15984,16,191,294.3,United Kingdom,2010-04-01,2010-04,2009-12,4
506574,2010-04-30 13:30:00,14467,18,45,114.95,United Kingdom,2010-04-01,2010-04,2009-12,4
506575,2010-04-30 13:35:00,15984,1,36,59.4,United Kingdom,2010-04-01,2010-04,2009-12,4
506578,2010-04-30 13:52:00,12708,19,151,395.34999999999997,Germany,2010-04-01,2010-04,2009-12,4
506579,2010-04-30 14:01:00,12374,36,798,1388.54,Austria,2010-04-01,2010-04,2010-04,0
506581,2010-04-30 14:10:00,14045,12,1536,2292.48,United Kingdom,2010-04-01,2010-04,2010-01,3
506600,2010-04-30 14:43:00,16792,27,85,155.9,United Kingdom,2010-04-01,2010-04,2010-01,3
506603,2010-04-30 15:02:00,12989,2,140,430.0,United Kingdom,2010-04-01,2010-04,2009-12,4
506604,2010-04-30 15:23:00,13317,24,235,456.69,United Kingdom,2010-04-01,2010-04,2009-12,4
506606,2010-04-30 15:26:00,13317,2,9,29.55,United Kingdom,2010-04-01,2010-04,2009-12,4
506609,2010-04-30 15:39:00,13230,49,86,174.21,United Kingdom,2010-04-01,2010-04,2010-03,1
506615,2010-04-30 15:57:00,15808,47,413,938.79,United Kingdom,2010-04-01,2010-04,2009-12,4
506669,2010-04-30 17:18:00,14683,21,386,146.56,United Kingdom,2010-04-01,2010-04,2010-04,0
506673,2010-04-30 17:33:00,17602,61,170,255.32,United Kingdom,2010-04-01,2010-04,2010-03,1
506675,2010-05-02 10:24:00,17243,11,160,272.32,United Kingdom,2010-05-01,2010-05,2009-12,5
506676,2010-05-02 10:38:00,16977,10,92,186.1,United Kingdom,2010-05-01,2010-05,2010-03,2
506677,2010-05-02 10:39:00,15173,6,130,77.46000000000001,United Kingdom,2010-05-01,2010-05,2010-04,1
506678,2010-05-02 10:46:00,16977,1,4,34.0,United Kingdom,2010-05-01,2010-05,2010-03,2
506679,2010-05-02 10:48:00,18260,1,16,175.2,United Kingdom,2010-05-01,2010-05,2009-12,5
506680,2010-05-02 10:49:00,14460,10,170,167.64,United Kingdom,2010-05-01,2010-05,2009-12,5
506681,2010-05-02 10:54:00,17519,14,288,410.4,United Kingdom,2010-05-01,2010-05,2009-12,5
506682,2010-05-02 11:17:00,15253,24,294,411.46,United Kingdom,2010-05-01,2010-05,2010-05,0
506683,2010-05-02 11:31:00,15418,11,106,206.49,United Kingdom,2010-05-01,2010-05,2010-05,0
506684,2010-05-02 11:32:00,13093,23,448,978.68,United Kingdom,2010-05-01,2010-05,2009-12,5
506685,2010-05-02 11:46:00,16651,6,60,136.2,United Kingdom,2010-05-01,2010-05,2010-05,0
506686,2010-05-02 11:48:00,17287,14,58,126.57,United Kingdom,2010-05-01,2010-05,2009-12,5
506687,2010-05-02 11:51:00,12931,2,450,612.5,United Kingdom,2010-05-01,2010-05,2009-12,5
506688,2010-05-02 11:54:00,17565,30,67,131.83,United Kingdom,2010-05-01,2010-05,2010-05,0
506689,2010-05-02 11:56:00,15046,30,91,205.57,United Kingdom,2010-05-01,2010-05,2010-01,4
506690,2010-05-02 11:57:00,15373,9,70,119.0,United Kingdom,2010-05-01,2010-05,2010-05,0
506691,2010-05-02 12:01:00,12971,3,84,142.20000000000002,United Kingdom,2010-05-01,2010-05,2009-12,5
506692,2010-05-02 12:12:00,17068,19,84,168.55,United Kingdom,2010-05-01,2010-05,2010-03,2
506693,2010-05-02 12:13:00,15795,8,76,127.05,United Kingdom,2010-05-01,2010-05,2010-01,4
506694,2010-05-02 12:31:00,15732,7,51,118.05000000000001,United Kingdom,2010-05-01,2010-05,2010-02,3
506695,2010-05-02 12:44:00,16326,19,41,127.21000000000001,United Kingdom,2010-05-01,2010-05,2010-01,4
506696,2010-05-02 13:24:00,16119,7,49,129.79,United Kingdom,2010-05-01,2010-05,2009-12,5
506697,2010-05-02 13:26:00,17675,19,132,334.88,United Kingdom,2010-05-01,2010-05,2009-12,5
506698,2010-05-02 13:34:00,14740,20,122,311.32,United Kingdom,2010-05-01,2010-05,2010-02,3
506699,2010-05-02 13:42:00,14040,11,94,206.2,United Kingdom,2010-05-01,2010-05,2009-12,5
506700,2010-05-02 13:46:00,13136,74,726,1381.98,United Kingdom,2010-05-01,2010-05,2009-12,5
506701,2010-05-02 13:50:00,13078,16,153,420.46000000000004,United Kingdom,2010-05-01,2010-05,2009-12,5
506702,2010-05-02 13:50:00,15229,9,114,160.5,United Kingdom,2010-05-01,2010-05,2010-05,0
506705,2010-05-02 14:28:00,17228,23,127,177.98999999999998,United Kingdom,2010-05-01,2010-05,2010-03,2
506706,2010-05-02 14:42:00,16549,46,59,136.13,United Kingdom,2010-05-01,2010-05,2010-03,2
506707,2010-05-02 14:49:00,14156,42,631,1098.27,EIRE,2010-05-01,2010-05,2009-12,5
506708,2010-05-02 14:53:00,15719,51,127,306.91,United Kingdom,2010-05-01,2010-05,2009-12,5
506709,2010-05-02 15:10:00,15426,109,244,407.57,United Kingdom,2010-05-01,2010-05,2010-05,0
506710,2010-05-02 15:30:00,13465,21,302,611.5,United Kingdom,2010-05-01,2010-05,2010-05,0
506711,2010-05-02 15:31:00,17051,32,66,117.05000000000001,United Kingdom,2010-05-01,2010-05,2010-03,2
506712,2010-05-02 15:32:00,12662,10,89,231.85000000000002,Germany,2010-05-01,2010-05,2010-04,1
506713,2010-05-02 15:33:00,12765,4,73,133.79999999999998,Netherlands,2010-05-01,2010-05,2010-03,2
506714,2010-05-02 15:40:00,12932,5,35,75.84,United Kingdom,2010-05-01,2010-05,2010-02,3
506715,2010-05-02 15:48:00,13113,32,234,1034.6599999999999,United Kingdom,2010-05-01,2010-05,2010-03,2
506716,2010-05-02 16:02:00,17555,51,90,156.65,United Kingdom,2010-05-01,2010-05,2010-05,0
506717,2010-05-04 08:51:00,12540,11,175,464.4,Spain,2010-05-01,2010-05,2009-12,5
506718,2010-05-04 09:01:00,17091,22,200,382.3,United Kingdom,2010-05-01,2010-05,2009-12,5
506720,2010-05-04 09:15:00,17157,13,142,292.68,United Kingdom,2010-05-01,2010-05,2009-12,5
506721,2010-05-04 09:23:00,12507,28,362,539.25,Spain,2010-05-01,2010-05,2010-05,0
506723,2010-05-04 09:45:00,14872,11,154,202.78,United Kingdom,2010-05-01,2010-05,2010-03,2
506726,2010-05-04 10:03:00,15240,23,180,381.46000000000004,United Kingdom,2010-05-01,2010-05,2009-12,5
506729,2010-05-04 10:06:00,13842,10,42,156.3,United Kingdom,2010-05-01,2010-05,2010-02,3
506730,2010-05-04 10:10:00,14911,52,434,694.66,EIRE,2010-05-01,2010-05,2009-12,5
506731,2010-05-04 10:13:00,14911,13,498,269.34,EIRE,2010-05-01,2010-05,2009-12,5
506735,2010-05-04 10:17:00,16317,20,127,374.5,United Kingdom,2010-05-01,2010-05,2010-05,0
506740,2010-05-04 10:31:00,14911,1,1,269.34,EIRE,2010-05-01,2010-05,2009-12,5
506741,2010-05-04 10:43:00,15311,22,1015,958.89,United Kingdom,2010-05-01,2010-05,2009-12,5
506742,2010-05-04 10:47:00,15311,1,72,46.08,United Kingdom,2010-05-01,2010-05,2009-12,5
506743,2010-05-04 10:57:00,15039,12,87,303.85,United Kingdom,2010-05-01,2010-05,2009-12,5
506744,2010-05-04 11:22:00,16161,3,12,24.8,United Kingdom,2010-05-01,2010-05,2010-02,3
506747,2010-05-04 11:31:00,15183,15,153,292.03000000000003,United Kingdom,2010-05-01,2010-05,2010-05,0
506754,2010-05-04 11:51:00,14110,39,299,651.53,United Kingdom,2010-05-01,2010-05,2009-12,5
506755,2010-05-04 11:51:00,14110,1,10,63.5,United Kingdom,2010-05-01,2010-05,2009-12,5
506781,2010-05-04 12:16:00,14895,27,328,992.04,United Kingdom,2010-05-01,2010-05,2009-12,5
506785,2010-05-04 12:18:00,14895,16,105,292.75,United Kingdom,2010-05-01,2010-05,2009-12,5
506794,2010-05-04 12:22:00,13143,23,198,405.1,United Kingdom,2010-05-01,2010-05,2010-05,0
506812,2010-05-04 12:30:00,14988,12,180,123.78,United Kingdom,2010-05-01,2010-05,2010-04,1
506818,2010-05-04 12:45:00,18245,29,290,328.16,United Kingdom,2010-05-01,2010-05,2010-03,2
506820,2010-05-04 12:49:00,17504,30,490,759.4,United Kingdom,2010-05-01,2010-05,2010-02,3
506821,2010-05-04 12:51:00,17644,18,153,285.51,United Kingdom,2010-05-01,2010-05,2010-02,3
506822,2010-05-04 12:59:00,15215,1,15,69.75,United Kingdom,2010-05-01,2010-05,2010-04,1
506830,2010-05-04 13:19:00,13542,31,65,309.03000000000003,United Kingdom,2010-05-01,2010-05,2009-12,5
506831,2010-05-04 13:31:00,16145,49,425,853.35,United Kingdom,2010-05-01,2010-05,2010-05,0
506834,2010-05-04 13:43:00,16450,18,376,785.52,United Kingdom,2010-05-01,2010-05,2010-02,3
506837,2010-05-04 13:49:00,15889,19,75,108.88,United Kingdom,2010-05-01,2010-05,2009-12,5
506839,2010-05-04 13:59:00,12503,2,561,1126.0,Spain,2010-05-01,2010-05,2010-05,0
506840,2010-05-04 13:59:00,12725,47,705,1008.9499999999999,Italy,2010-05-01,2010-05,2010-05,0
506841,2010-05-04 14:02:00,13081,1,64,163.2,United Kingdom,2010-05-01,2010-05,2009-12,5
506842,2010-05-04 14:07:00,16938,123,521,937.77,United Kingdom,2010-05-01,2010-05,2010-02,3
506843,2010-05-04 14:12:00,15122,24,195,459.55,United Kingdom,2010-05-01,2010-05,2010-03,2
506857,2010-05-04 14:34:00,17757,23,38,107.69,United Kingdom,2010-05-01,2010-05,2010-01,4
506858,2010-05-04 14:37:00,13418,25,278,449.06,United Kingdom,2010-05-01,2010-05,2009-12,5
506859,2010-05-04 14:40:00,17961,1,1,1.65,United Kingdom,2010-05-01,2010-05,2009-12,5
506860,2010-05-04 14:51:00,18163,33,452,728.84,United Kingdom,2010-05-01,2010-05,2010-05,0
506861,2010-05-04 14:57:00,14962,5,49,121.71000000000001,United Kingdom,2010-05-01,2010-05,2010-05,0
506862,2010-05-04 14:58:00,13643,3,26,96.30000000000001,United Kingdom,2010-05-01,2010-05,2009-12,5
506863,2010-05-04 15:04:00,15391,12,109,289.87,United Kingdom,2010-05-01,2010-05,2010-05,0
506865,2010-05-04 15:13:00,17841,40,155,351.89,United Kingdom,2010-05-01,2010-05,2009-12,5
506870,2010-05-04 15:48:00,15325,17,179,198.03,United Kingdom,2010-05-01,2010-05,2010-02,3
506873,2010-05-04 16:18:00,17188,22,261,337.73,United Kingdom,2010-05-01,2010-05,2009-12,5
506876,2010-05-04 16:34:00,16526,20,173,426.85,United Kingdom,2010-05-01,2010-05,2010-05,0
506878,2010-05-04 16:41:00,17236,4,13,129.35,United Kingdom,2010-05-01,2010-05,2010-03,2
506880,2010-05-04 16:45:00,13039,20,112,373.18,United Kingdom,2010-05-01,2010-05,2009-12,5
506887,2010-05-05 08:44:00,15291,6,52,160.10000000000002,United Kingdom,2010-05-01,2010-05,2009-12,5
506889,2010-05-05 08:53:00,15590,4,46,76.02,United Kingdom,2010-05-01,2010-05,2010-04,1
506891,2010-05-05 08:58:00,14609,1,720,115.2,United Kingdom,2010-05-01,2010-05,2010-02,3
506894,2010-05-05 09:04:00,15396,2,156,508.20000000000005,United Kingdom,2010-05-01,2010-05,2010-05,0
506895,2010-05-05 09:04:00,15590,14,148,237.73999999999998,United Kingdom,2010-05-01,2010-05,2010-04,1
506897,2010-05-05 09:34:00,13393,17,120,243.08,United Kingdom,2010-05-01,2010-05,2009-12,5
506898,2010-05-05 09:35:00,16135,18,186,301.9,United Kingdom,2010-05-01,2010-05,2010-05,0
506900,2010-05-05 09:43:00,14175,51,375,920.3100000000001,United Kingdom,2010-05-01,2010-05,2010-03,2
506901,2010-05-05 09:55:00,13591,5,33,105.35,United Kingdom,2010-05-01,2010-05,2009-12,5
506902,2010-05-05 09:56:00,14025,10,201,233.45,United Kingdom,2010-05-01,2010-05,2010-05,0
506905,2010-05-05 10:29:00,14735,4,66,415.50000000000006,United Kingdom,2010-05-01,2010-05,2009-12,5
506906,2010-05-05 10:30:00,15513,15,428,309.56,United Kingdom,2010-05-01,2010-05,2010-01,4
506907,2010-05-05 10:39:00,12649,22,228,396.3,Germany,2010-05-01,2010-05,2010-01,4
506909,2010-05-05 10:47:00,18061,7,204,250.92000000000002,United Kingdom,2010-05-01,2010-05,2009-12,5
506920,2010-05-05 10:53:00,16124,24,240,468.64,United Kingdom,2010-05-01,2010-05,2009-12,5
506947,2010-05-05 11:16:00,17377,15,60,145.28,United Kingdom,2010-05-01,2010-05,2009-12,5
506948,2010-05-05 11:17:00,16347,13,56,130.5,United Kingdom,2010-05-01,2010-05,2010-03,2
506949,2010-05-05 11:25:00,14849,4,96,165.6,United Kingdom,2010-05-01,2010-05,2010-01,4
506950,2010-05-05 11:27:00,15822,4,102,167.1,United Kingdom,2010-05-01,2010-05,2009-12,5
506951,2010-05-05 11:36:00,14560,6,38,187.4,United Kingdom,2010-05-01,2010-05,2009-12,5
506953,2010-05-05 11:40:00,17759,6,49,132.15,United Kingdom,2010-05-01,2010-05,2010-05,0
506954,2010-05-05 11:43:00,17819,9,117,796.6,United Kingdom,2010-05-01,2010-05,2009-12,5
506956,2010-05-05 11:51:00,16415,63,203,320.44,United Kingdom,2010-05-01,2010-05,2010-02,3
506957,2010-05-05 11:53:00,18231,8,34,127.82000000000001,United Kingdom,2010-05-01,2010-05,2010-01,4
506958,2010-05-05 11:54:00,14878,20,89,213.74,United Kingdom,2010-05-01,2010-05,2010-02,3
506960,2010-05-05 12:16:00,14560,2,144,79.2,United Kingdom,2010-05-01,2010-05,2009-12,5
506961,2010-05-05 12:20:00,14437,17,158,365.48,United Kingdom,2010-05-01,2010-05,2010-05,0
506962,2010-05-05 12:26:00,14936,31,145,691.03,Channel Islands,2010-05-01,2010-05,2010-05,0
506963,2010-05-05 12:30:00,15306,18,1415,952.41,United Kingdom,2010-05-01,2010-05,2010-02,3
506964,2010-05-05 12:31:00,17920,25,897,1215.6100000000001,United Kingdom,2010-05-01,2010-05,2009-12,5
506965,2010-05-05 12:31:00,14936,30,439,503.45,Channel Islands,2010-05-01,2010-05,2010-05,0
506974,2010-05-05 12:42:00,17021,9,218,260.20000000000005,United Kingdom,2010-05-01,2010-05,2010-04,1
506976,2010-05-05 12:55:00,18041,44,672,606.81,United Kingdom,2010-05-01,2010-05,2010-01,4
506977,2010-05-05 13:03:00,15488,2,18,37.980000000000004,United Kingdom,2010-05-01,2010-05,2010-05,0
506981,2010-05-05 13:14:00,14680,14,453,818.55,United Kingdom,2010-05-01,2010-05,2009-12,5
506982,2010-05-05 13:17:00,17230,8,118,321.06,United Kingdom,2010-05-01,2010-05,2009-12,5
506984,2010-05-05 13:22:00,13512,11,84,153.3,United Kingdom,2010-05-01,2010-05,2010-05,0
506985,2010-05-05 13:25:00,17324,27,84,126.59,United Kingdom,2010-05-01,2010-05,2009-12,5
506986,2010-05-05 13:28:00,18028,4,133,192.05,United Kingdom,2010-05-01,2010-05,2010-05,0
506991,2010-05-05 13:49:00,17307,4,432,465.84000000000003,United Kingdom,2010-05-01,2010-05,2010-01,4
506992,2010-05-05 13:50:00,15023,76,266,578.82,United Kingdom,2010-05-01,2010-05,2010-02,3
506993,2010-05-05 13:52:00,15291,4,57,311.15,United Kingdom,2010-05-01,2010-05,2009-12,5
506997,2010-05-05 14:00:00,13468,19,125,324.67,United Kingdom,2010-05-01,2010-05,2009-12,5
507000,2010-05-05 14:09:00,16746,39,541,888.85,United Kingdom,2010-05-01,2010-05,2009-12,5
507001,2010-05-05 14:11:00,15868,4,57,94.53,United Kingdom,2010-05-01,2010-05,2010-05,0
507002,2010-05-05 14:11:00,15260,14,120,250.3,United Kingdom,2010-05-01,2010-05,2009-12,5
507003,2010-05-05 14:12:00,15260,7,47,124.73,United Kingdom,2010-05-01,2010-05,2009-12,5
507005,2010-05-05 14:21:00,16422,4,984,868.32,United Kingdom,2010-05-01,2010-05,2010-01,4
507006,2010-05-05 14:22:00,15097,40,248,642.5699999999999,United Kingdom,2010-05-01,2010-05,2010-05,0
507017,2010-05-05 14:31:00,17345,8,15,27.65,United Kingdom,2010-05-01,2010-05,2009-12,5
507018,2010-05-05 14:33:00,15097,1,6,17.700000000000003,United Kingdom,2010-05-01,2010-05,2010-05,0
507020,2010-05-05 14:34:00,17345,23,292,186.72,United Kingdom,2010-05-01,2010-05,2009-12,5
507021,2010-05-05 14:35:00,15381,1,10,349.5,United Kingdom,2010-05-01,2010-05,2010-05,0
507026,2010-05-05 14:43:00,14205,12,139,331.54999999999995,United Kingdom,2010-05-01,2010-05,2010-03,2
507027,2010-05-05 14:49:00,13999,6,50,364.50000000000006,United Kingdom,2010-05-01,2010-05,2009-12,5
507028,2010-05-05 14:51:00,15704,53,461,841.17,United Kingdom,2010-05-01,2010-05,2010-05,0
507029,2010-05-05 14:52:00,16556,49,412,804.76,United Kingdom,2010-05-01,2010-05,2009-12,5
507032,2010-05-05 15:03:00,14560,4,28,60.199999999999996,United Kingdom,2010-05-01,2010-05,2009-12,5
507034,2010-05-05 15:09:00,13089,12,144,256.8,United Kingdom,2010-05-01,2010-05,2009-12,5
507035,2010-05-05 15:33:00,17597,13,154,315.82,United Kingdom,2010-05-01,2010-05,2010-05,0
507036,2010-05-05 15:43:00,17324,12,106,147.68,United Kingdom,2010-05-01,2010-05,2009-12,5
507038,2010-05-05 16:12:00,15615,22,273,472.11,United Kingdom,2010-05-01,2010-05,2009-12,5
507039,2010-05-05 16:22:00,12958,12,39,166.89,United Kingdom,2010-05-01,2010-05,2010-05,0
507040,2010-05-05 16:23:00,17961,1,4,15.0,United Kingdom,2010-05-01,2010-05,2009-12,5
507041,2010-05-05 16:24:00,14258,9,706,1031.9,United Kingdom,2010-05-01,2010-05,2009-12,5
507042,2010-05-05 16:48:00,13713,33,86,250.48000000000002,United Kingdom,2010-05-01,2010-05,2010-05,0
507045,2010-05-06 07:48:00,16168,4,80,142.08,United Kingdom,2010-05-01,2010-05,2009-12,5
507046,2010-05-06 07:49:00,16168,5,22,144.3,United Kingdom,2010-05-01,2010-05,2009-12,5
507047,2010-05-06 07:51:00,16636,7,148,235.64000000000001,United Kingdom,2010-05-01,2010-05,2010-03,2
507048,2010-05-06 08:45:00,14370,4,16,275.8,United Kingdom,2010-05-01,2010-05,2010-02,3
507049,2010-05-06 08:46:00,14370,1,6,15.299999999999999,United Kingdom,2010-05-01,2010-05,2010-02,3
507050,2010-05-06 09:00:00,13400,23,284,310.83,United Kingdom,2010-05-01,2010-05,2010-05,0
507051,2010-05-06 09:09:00,12583,15,276,471.76,France,2010-05-01,2010-05,2009-12,5
507052,2010-05-06 09:16:00,16844,14,161,302.35,United Kingdom,2010-05-01,2010-05,2010-05,0
507053,2010-05-06 09:23:00,15591,3,20,115.4,United Kingdom,2010-05-01,2010-05,2010-02,3
507054,2010-05-06 09:58:00,17002,12,84,217.6,United Kingdom,2010-05-01,2010-05,2010-03,2
507056,2010-05-06 10:04:00,18220,6,388,307.64,United Kingdom,2010-05-01,2010-05,2009-12,5
507058,2010-05-06 10:04:00,12567,17,121,348.85,France,2010-05-01,2010-05,2010-02,3
507059,2010-05-06 10:07:00,16353,3,54,107.69999999999999,United Kingdom,2010-05-01,2010-05,2009-12,5
507060,2010-05-06 10:08:00,12422,1,1,662.25,Australia,2010-05-01,2010-05,2009-12,5
507061,2010-05-06 10:09:00,12422,1,1,396.2,Australia,2010-05-01,2010-05,2009-12,5
507062,2010-05-06 10:28:00,12709,7,156,1224.36,Germany,2010-05-01,2010-05,2009-12,5
507063,2010-05-06 10:28:00,17469,30,208,528.32,United Kingdom,2010-05-01,2010-05,2009-12,5
507064,2010-05-06 10:30:00,14911,49,398,855.38,EIRE,2010-05-01,2010-05,2009-12,5
507091,2010-05-06 10:58:00,13446,13,202,307.62,United Kingdom,2010-05-01,2010-05,2010-02,3
507113,2010-05-06 11:14:00,15129,7,128,302.3,United Kingdom,2010-05-01,2010-05,2010-04,1
507114,2010-05-06 11:22:00,13750,10,82,307.66,United Kingdom,2010-05-01,2010-05,2010-04,1
507115,2010-05-06 11:25:00,13183,10,228,385.62,United Kingdom,2010-05-01,2010-05,2010-03,2
507117,2010-05-06 11:34:00,15311,4,109,80.74,United Kingdom,2010-05-01,2010-05,2009-12,5
507119,2010-05-06 11:41:00,15311,1,10,63.5,United Kingdom,2010-05-01,2010-05,2009-12,5
507120,2010-05-06 11:44:00,12972,31,427,385.43,United Kingdom,2010-05-01,2010-05,2010-02,3
507121,2010-05-06 11:49:00,13772,49,117,269.48,United Kingdom,2010-05-01,2010-05,2010-02,3
507122,2010-05-06 11:50:00,12678,80,4557,6564.37,France,2010-05-01,2010-05,2010-01,4
507124,2010-05-06 11:58:00,16710,35,129,202.93,United Kingdom,2010-05-01,2010-05,2009-12,5
507125,2010-05-06 11:58:00,18009,17,50,153.15,United Kingdom,2010-05-01,2010-05,2010-02,3
507127,2010-05-06 12:03:00,16742,4,173,101.32999999999998,United Kingdom,2010-05-01,2010-05,2009-12,5
507128,2010-05-06 12:04:00,14527,31,59,406.55,United Kingdom,2010-05-01,2010-05,2009-12,5
507129,2010-05-06 12:15:00,15860,34,48,137.24,United Kingdom,2010-05-01,2010-05,2009-12,5
507130,2010-05-06 12:23:00,12523,29,244,512.4300000000001,France,2010-05-01,2010-05,2009-12,5
507132,2010-05-06 12:29:00,13576,26,429,699.17,United Kingdom,2010-05-01,2010-05,2009-12,5
507133,2010-05-06 12:29:00,14461,58,227,516.74,United Kingdom,2010-05-01,2010-05,2010-01,4
507148,2010-05-06 12:54:00,12388,26,266,461.62,Australia,2010-05-01,2010-05,2010-05,0
507149,2010-05-06 13:12:00,13102,25,224,671.64,United Kingdom,2010-05-01,2010-05,2010-05,0
507150,2010-05-06 13:13:00,13175,26,222,512.3,United Kingdom,2010-05-01,2010-05,2009-12,5
507151,2010-05-06 13:19:00,17242,11,232,575.68,United Kingdom,2010-05-01,2010-05,2010-01,4
507152,2010-05-06 13:21:00,17739,12,123,370.21000000000004,United Kingdom,2010-05-01,2010-05,2009-12,5
507153,2010-05-06 13:28:00,16366,15,169,311.94,United Kingdom,2010-05-01,2010-05,2009-12,5
507156,2010-05-06 13:41:00,12682,33,308,593.49,France,2010-05-01,2010-05,2009-12,5
507157,2010-05-06 13:44:00,16814,48,166,424.13,United Kingdom,2010-05-01,2010-05,2010-04,1
507158,2010-05-06 13:45:00,12621,41,732,948.13,Germany,2010-05-01,2010-05,2010-02,3
507159,2010-05-06 13:52:00,16707,17,38,114.21,United Kingdom,2010-05-01,2010-05,2010-03,2
507160,2010-05-06 13:53:00,17199,9,304,145.12,United Kingdom,2010-05-01,2010-05,2010-05,0
507161,2010-05-06 14:01:00,14272,12,97,174.59,United Kingdom,2010-05-01,2010-05,2010-05,0
507163,2010-05-06 14:15:00,15027,12,167,414.87,United Kingdom,2010-05-01,2010-05,2010-03,2
507166,2010-05-06 14:25:00,13024,15,79,247.83,United Kingdom,2010-05-01,2010-05,2010-05,0
507170,2010-05-06 14:45:00,14745,14,172,227.42,United Kingdom,2010-05-01,2010-05,2010-03,2
507176,2010-05-06 15:05:00,17069,47,561,750.28,United Kingdom,2010-05-01,2010-05,2009-12,5
507178,2010-05-06 15:17:00,14646,75,8396,12569.48,Netherlands,2010-05-01,2010-05,2009-12,5
